NumberID,Smiles
2482,C(=C\C[n+]1cccc2ccccc21)\C[n+]1cccc2ccccc21.[Cl-].[Cl-]
2483,CCOC(=O)c1cc2c(N)c3c(nc2nc1C)CCCCC3
2484,O=C1c2ccccc2C(=O)N1CCCCCCNCc1cccc(Cl)c1
2485,CC(=O)Oc1cccc2nc3c(OC(C)=O)ccc(C/C=C(\C)CCC=C(C)C)c3nc12
2486,Cc1ccc(CN2CCC(CCNC(=O)/C=C/c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1
2487,COc1cc2occ(-c3cccc(CN(C)Cc4ccccc4)c3)c(=O)c2cc1OC
2488,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3)cc1
2489,O=c1cc(Cl)c2ccc(OCCNC3CCN(Cc4ccccc4)CC3)cc2o1
2490,c1ccc2oc(CN(CCCCCCNc3c4c(nc5ccccc35)CCC4)Cc3cc4ccccc4o3)cc2c1
2491,CCC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccc4ccccc4c2)C3=O)c1
2492,CN(C)Cc1ccc(CSCCNc2cccc(F)c2C#N)o1
2493,COc1ccc(C(=O)c2ccc(/C=C/CN(C)Cc3ccccc3)cc2)cc1OC
2494,COc1cc(/C=C/c2ccc3ccccc3[n+]2C)ccc1N1CCN(C)CC1.[I-]
2495,CNC(NCCNCc1ccc(CN(C(C)C)C(C)C)o1)=C(C#N)C#N
2496,CCCCCCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-]
2497,CCOC(=O)c1cc2c(N)c3c(nc2nc1C)CCC3
2498,CN(CCCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1ccccc1
2499,CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccc([N+](=O)[O-])cc4)cc3)CC2)CC1
2500,O=C1c2ccccc2CCC1CC1CCN(c2ccccc2)CC1
2501,COc1ccc2c(CCNC(=O)c3ccc(CN(C)Cc4cccc(Cl)c4)cc3)c[nH]c2c1
2502,CN1C(=O)C2CN(C)C3(C(=O)c4ccccc4C3=O)C2C1=O
2503,C(=N/C1CCN(Cc2ccccc2)CC1)\c1ccccc1
2504,O=C1c2ccccc2C(=O)N1CCCCCCNCc1ccccc1
2505,Fc1ccc2[nH]c3c(c2c1)C[PH](Cc1cccc2ccccc12)(c1ccccc1)CC3
2506,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(C(F)(F)F)c3)CC1)C2
2507,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccc(F)cc2)CN(C)C12C(=O)Nc1ccccc12
2508,COc1ccc(CN2CCC(CCNC(=O)/C=C/c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1
2509,c1ccc2[nH]c(-c3ccc(OCCN4CCCC4)cc3)nc2c1
2510,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1cccnc1Cl)CCCC3
2511,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCCC3)cc1)NCC2
2512,COC(=O)C1=C(Nc2ccc(Cl)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(Cl)cc2)[C@@H]1c1ccc(C)cc1
2513,CN(C)C(=O)Oc1ccc2c(c1)C(N(C)C)CC2.Cl
2514,C#CCNC1CCc2c(OC(=O)N(C)CC)cccc21.Cl
2515,COC(=O)C1=C(Nc2ccc(Br)cc2)C[C@@H](c2ccc(OC)cc2)N(c2ccc(Br)cc2)[C@@H]1c1ccc(OC)cc1
2516,O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cc(O)ccc21
2517,C/C=C1\[C@H]2C=C(C)C[C@]1(N[C@H]1OC(=O)C3=C4CC(C)(C)C[C@H]4[C@@H](C)[C@@H](O)C[C@]31O)c1ccc(=O)[nH]c1C2
2518,COc1ccccc1CN(C)CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1
2519,CCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C1C2
2520,CCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2
2521,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2
2522,C=CCCCNc1c2c(nc3ccc(OC)cc13)CCCC2
2523,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCCC3C)cc1)NCC2
2524,Nc1c2c(nc3c1C(c1cccc(F)c1)c1ccc4cccnc4c1O3)CCCC2
2525,COc1ccc2[nH]c3c[n+](C)ccc3c2c1
2526,C[C@@]12CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)OCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCOC(=O)[C@]5(C)CCC[C@]6(C)[C@@H]5CC[C@@]57CC(=O)[C@@](C)(CC[C@@H]65)C7)[C@H]4CC[C@]3(CC1=O)C2.[Br-].[Br-]
2527,COc1cc(CNC2CCN(Cc3ccccc3)CC2)cc(OC)c1OC
2528,COc1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1OC
2529,COc1cccc(CNC2CCN(Cc3ccccc3)CC2)c1OC
2530,Fc1ccc2c(C3CCN(CCN4CCCCC4)CC3)noc2c1
2531,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O
2532,COc1ccc(Cn2cc(C(=O)NCCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1
2533,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-]
2534,CCOC(=O)C1=C(Nc2ccc(OC)cc2)C[C@@H](c2ccccc2)N(c2ccc(OC)cc2)[C@@H]1c1ccccc1
2535,C#CCN[C@H]1CCc2ccc(OC(=O)N(C)C)cc21.Cl
2536,COc1ccc(CN(C)Cc2ccc(-c3cc4cc(OC)c(OC)cc4oc3=O)cc2)cc1
2537,Cc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccc(Br)cc4)N2C3c2ccc(C)cc2)cc1
2538,COc1cc2oc(-c3cccc(CN(C)Cc4ccccc4)c3)cc(=O)c2cc1OC
2539,COc1ccc2cc(-c3cccc(CN(C)Cc4ccccc4)c3)c(=O)oc2c1
2540,CN(CCOCCNC(=O)Nc1ccc([N+](=O)[O-])cc1)Cc1ccccc1
2541,OC1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)CC1
2542,O/N=C/c1nc(CCCCNc2c3c(nc4ccc(Cl)cc24)CCCC3)ccc1O
2543,COc1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1.Cl
2544,CCn1c2ccccc2c2cc(/C=C/c3cc(N4CCOCC4)c4ccccc4[n+]3C)ccc21.[I-]
2545,Oc1ccc(CNC2CCN(Cc3ccccc3)CC2)c(O)c1
2546,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2[N+](=O)[O-])=CC1=O)Cc1ccccc1[N+](=O)[O-]
2547,COc1cc2c(cc1OC)[C@]1(OC2=O)[C@H](O)[C@@H](O)C=C2CCN(C)[C@H]21
2548,O=C(c1ccc(CN2CCC(CCO)CC2)cc1)c1ccc(O)c(F)c1
2549,Cc1ccc(-c2nc(NC(=O)C3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)sc2-c2ccc(C)cc2)cc1
2550,COc1cc2oc3cc(OCCCCCCCN(C)Cc4ccccc4)ccc3c(=O)c2cc1OC
2551,CN1C[C@@H](c2ccc(F)cc2)[C@@]2(CN(C(=O)[C@@H]3CCN(C)[C@]34C(=O)Nc3ccccc34)C/C(=C\c3ccc(F)cc3)C2=O)[C@@]12C(=O)Nc1ccccc12
2552,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1
2553,COc1ccc(C(=O)c2ccc(CN(C)CCN(C)C)cc2)cc1OC
2554,C#CCNC1CCc2ccc(OC(=O)NCCC)cc21.Cl
2555,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
2556,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)c1ccccc1
2557,COc1ccccc1CN1CCN(CCCCCOc2cccc3[nH]c4ccccc4c23)CC1
2558,Oc1ccccc1CNC1CCN(Cc2ccccc2)CC1
2559,C[n+]1c(/C=C/c2ccc(F)cc2)ccc2ccccc21.[I-]
2560,C[n+]1c(/C=C/c2ccc(N3CCOCC3)cc2)ccc2ccccc21.[I-]
2561,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CO[C@@H](C1)O2
2562,COc1cc2c(cc1OC)C(NC(=O)CN1CCN(Cc3ccccc3F)CC1)c1cnn(-c3ccccc3)c1-2
2563,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3Cl)CC2)cc(C(C)(C)C)c1O
2564,CC(C)(C)c1cc(C(=O)CNCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O
2565,COc1cc2c(cc1OC)C(NC(=O)CN1CCN(Cc3ccccc3F)CC1)c1cnn(C)c1-2
2566,COc1ccc(-c2nc(NC(=O)C3CCN(Cc4cc(F)cc(F)c4)CC3)sc2-c2ccc(OC)cc2)cc1
2567,CN1C[C@@H](c2cccc([N+](=O)[O-])c2)[C@@]2(CN(C(=O)[C@@H]3CCN(C)[C@]34C(=O)Nc3ccccc34)C/C(=C\c3cccc([N+](=O)[O-])c3)C2=O)[C@@]12C(=O)Nc1ccccc12
2568,CCN(CC)CCOC(=O)/C=C/c1ccc2oc(C(=O)Nc3ccc(C)c(C)c3)cc(=O)c2c1
2569,COC(=O)C1=C(Nc2ccc(Br)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(Br)cc2)[C@@H]1c1ccc(C)cc1
2570,C#CCNC1CCc2cccc(OC(=O)N(C)C)c21.Cl
2571,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C=O
2572,CN(Cc1ccccc1)Cc1ccc(C(=O)NCCc2c[nH]c3cc(F)ccc23)cc1
2573,COc1ccc(-c2cc3c(c(=O)o2)C[C@@]2(O)[C@@]4(C)CCC(=O)OC(C)(C)[C@@]4(O)CC[C@@]2(C)O3)cc1
2574,CC(=O)Nc1cccc2n1cc(-c1cccc(OC(=O)N(C)C)c1)[n+]2C.[Cl-]
2575,CC(=O)N1OC(C)(C)CC(c2ccccc2)=C1CN1C(=O)c2ccccc2C1=O
2576,CN(C)c1cccc(OC(=O)Nc2ccccc2)c1
2577,Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(N)cc2O)cc1
2578,COc1ccc(-c2cc3c(c(=O)o2)C[C@H]2[C@@](C)(CC[C@@]4(O)C(C)(C)C(=O)CC[C@]24C)O3)cc1
2579,CN1CCN(c2ccc(/C=C/c3cc(N4CCN(C)CC4)c4ccccc4[n+]3C)cc2)CC1.[I-]
2580,CN(C)Cc1ccc(CSCCNC(=O)CSCc2ccc(CN(C)C)o2)o1
2581,Cc1ccc(-c2nc(NC(=O)C3CCN(Cc4cc(F)cc(F)c4)CC3)sc2-c2ccc(C)cc2)cc1
2582,Cc1ccccc1CN1CCC(CCNC(=O)/C=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)CC1
2583,CC1=CC2Cc3nc4cc(Cl)ccc4c(NC(=O)CCl)c3C(C1)C2
2584,O=S(=O)(/N=C(\NCCCCNc1c2c(nc3ccccc13)CCCC2)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1)c1ccc(Cl)cc1
2585,COc1ccc2nc3c(c(NCCNC4=CC(=O)c5ccccc5C4=O)c2c1)CCCC3
2586,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc(Cl)c3)CC2)cc(C(C)(C)C)c1O
2587,CCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-]
2588,CCC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1
2589,c1ccc(CN2CCC(COc3noc4ccccc34)CC2)cc1
2590,Br.COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
2591,Nc1c2c(nc3cnccc13)CCCC2
2592,COc1ccc2[nH]cc(CCNC(=O)c3ccc(CN(C)Cc4ccccc4Cl)cc3)c2c1
2593,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C(C(C)(C)C(=O)O)C4=CC(=O)O[C@](O)(C[C@]12C)[C@@]43C
2594,Cc1nn(S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1-c1nsc(Nc2ccccc2)n1
2595,Oc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)c(O)c1
2596,Oc1ccc2[nH]c3c(c2c1)C[PH](Cc1cccc2ccccc12)(c1ccccc1)CC3
2597,CC(C)=CCC/C(C)=C/Cc1ccc(O)c2nc3cccc(O)c3nc12
2598,CN1C[C@@H](c2ccccc2)[C@@]2(CN(C(=O)[C@@H]3CCN(C)[C@]34C(=O)Nc3ccccc34)C/C(=C\c3ccccc3)C2=O)[C@@]12C(=O)Nc1ccccc12
2599,CCN(CCCCCCNc1ccc(-c2ccc(NCCCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC
2600,COc1ccc(Cn2cc(C(=O)NCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1
2601,CCOC(=O)/C=C/c1ccc(OCCCCCCN2CCCCC2)c(OC)c1
2602,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCOC2O3)cc1
2603,COc1ccccc1CN1CCC(CCC(=O)c2ccc3c(c2)NCCCC3)CC1
2604,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
2605,COc1cc2cc(C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
2606,COc1cc2cc(C3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC
2607,CCN(CC)CCCCCCOc1ccc(/C=C/C(=O)O)cc1OC
2608,O=C(/C=C/c1ccccc1O)NCCC1CCN(Cc2ccccc2)CC1
2609,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1
2610,COc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)c1
2611,N#Cc1cc2c(cn1)[nH]c1ncc(-c3ccc(CN4CCC(C#N)CC4)cc3)cc12
2612,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCc1ccc2oc(-c3ccc4c(c3)OCO4)cc2c1
2613,Cc1cccc(C[n+]2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)c1.[Br-]
2614,COc1cccc(CN(C)CCCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1
2615,COc1cc(N)c(Cl)cc1C(=O)OCC1CCN(CC2CCCCC2)CC1
2616,C#CCOc1ccc(/C=N/Nc2c3c(nc4ccccc24)CCCC3)cc1.Cl
2617,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-]
2618,CCN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(OC)c(O)c2)cc1
2619,CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OCCNC(=O)CCc4ccc(F)c(F)c4)ccc3oc2=O)cc1
2620,O=C(Nc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)s1)C1CCN(Cc2ccccc2C(F)(F)F)CC1
2621,CN1C/C(=C/c2ccc(N3CCCC3)cc2)C(=O)/C(=C/c2ccc(N3CCCC3)cc2)C1
2622,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(C#N)cc3)CC2)cc(C(C)(C)C)c1O
2623,CC(C)(C)OC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccccc2)N(c2ccccc2)[C@@H]1c1ccccc1
2624,CC1(C)CC(=O)C2=C(C1)Nc1nc3c(c(N)c1C2c1ccncc1)CCCC3
2625,CN(CCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1ccccc1
2626,COc1ccc(-c2nc(NC(=O)C3CCN(Cc4ccccc4C#N)CC3)sc2-c2ccc(OC)cc2)cc1
2627,COc1cc(/C=C/c2ccc3ccccc3[n+]2C)ccc1F.[I-]
2628,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4C)CC3)ccc2n1C
2629,COc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12.Cl
2630,Oc1ccccc1/C=N/C1CCN(Cc2ccccc2)CC1
2631,CN(CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1
2632,Cc1ccc(O)cc1[N+](C)(C)C
2633,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2Cc1ccccc1
2634,Cc1ccc(C2c3ccc4cccnc4c3Oc3nc4c(c(N)c32)CCCC4)cc1
2635,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(Cl)cc3)CC1)C2
2636,Cc1ccc(-c2nc(NC(=O)C3CCN(Cc4c(F)cccc4Cl)CC3)sc2-c2ccc(C)cc2)cc1
2637,COc1cc(NCc2ccc(Oc3c(N)cccc3Cl)cc2)cc(OC)c1
2638,C[C@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1
2639,CN(CCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1
2640,c1ccc(COc2nn(Cc3ccccc3)c3ccccc23)cc1
2641,CC1CCN(Cc2ccc3ccccc3c2)CC1
2642,C#CCNC1CCc2ccc(OC(=O)N(C)C)cc21.Cl
2643,O=C(CC1S/C(=N/c2ccc(C3CCCCC3)cc2)NC1=O)Nc1ccc(OC(F)(F)F)cc1
2644,CCN(CC)CCOc1ccc2c(c1)C/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O
2645,Fc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1
2646,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCNc1c2c(nc3ccccc13)CCCC2
2647,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCCCN1CCCC1
2648,C#CCCCCCCN1CCc2cc(OC)c(OC)cc2C1c1ccc([N+](=O)[O-])cc1
2649,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@@H](C1)C2
2650,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@@H](C1)C2.Cl
2651,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O
2652,CCOC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccccc2)N(c2ccccc2)[C@@H]1c1ccccc1
2653,COc1ccc(/C=C/C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1OC
2654,Nc1c2c(nc3ccccc13)-c1ccccc1CC2
2655,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCC3)cc1)NCC2
2656,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1
2657,COc1cc2c(cc1OC)C(NC(=O)CN1CCN(Cc3ccccc3)CC1)c1cnn(-c3ccccc3)c1-2
2658,CO[P@@]1(=O)CC[C@H]2COC(=O)C2=C(C)O1
2659,CO[P@]1(=O)CC[C@@H]2COC(=O)C2=C(C)O1
2660,NC12CC(C(F)(F)F)=CC(Cc3nc(O)ccc31)/C2=C\C(F)(F)F
2661,COc1ccc(C(=O)CCc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-]
2662,CN(C)Cc1ccc(CSCC/N=C/NCCSCc2ccc(CN(C)C)o2)o1.Cl
2663,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CC1CCN(Cc2ccccc2)CC1
2664,Nc1c2c(nc3ccc([N+](=O)[O-])cc13)CCCC2
2665,C=CC[N+](C)(C)c1cccc(O)c1.[Br-]
2666,CC(=O)O[C@H]1C[C@@H]2C(=CC[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]23C)C[C@@]23O[C@@H]2[C@H]2OC[C@](C)([C@H]2NC(=O)c2ccccc2)[C@H]13
2667,CCOC(=O)CC[C@@H](NC(=O)OCc1ccccc1)C(=O)NCCC1CCN(Cc2ccccc2)CC1
2668,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)COC(C(F)(C(F)(F)F)C(F)(F)F)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C)N(C)C
2669,CC(=O)Oc1cccc([N+](C)(C)C)c1
2670,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
2671,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1ccncc1)CCCC3
2672,CC1=C(C(=O)OC(C)C)C(c2ccccc2Cl)c2c(nc3c(c2N)CC(C)(C)CC3)N1
2673,COc1ccc(CC(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1O
2674,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1c[nH]c2ccccc12
2675,COc1cccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)c1
2676,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C(C(C)(C)C(=O)O)/C(=C\C(=O)O)[C@]3(C)C(=O)C[C@]12C
2677,COc1cc2oc(-c3ccc(CN(C)Cc4ccccc4)cc3)cc(=O)c2cc1OC
2678,COc1cc(N)c(Cl)cc1C(=O)NCCNCc1ccc(CN(C)C)o1
2679,N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1N
2680,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCc1ccc2oc(-c3ccc4c(c3)OCO4)cc2c1
2681,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CN1
2682,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3[N+](=O)[O-])CC1)C2
2683,Cc1ccc([N+](C)(C)C)cc1O
2684,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2)CN(C)C12C(=O)Nc1ccccc12
2685,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(Cc1ccccc1)CCCC2
2686,CCN(CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1OC
2687,O=C1c2ccccc2C(=O)N1CCCCCCNCc1ccc(F)cc1
2688,CCCCNC(=O)Oc1ccc2c(c1Br)c1c(n2C)/C(=N\C)CC1
2689,O=C(NCCCCCCNCc1ccccc1)c1cc(Cl)nc(Cl)c1
2690,CCN(CC)CCCCCCCCOc1ccc(/C=C/C(=O)O)cc1OC
2691,Cc1cccc(CN2C/C(=C\c3ccccc3)C(=O)/C(=C/c3ccccc3)C2)c1
2692,Cc1ccc(CN2CCC(Nc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)cc1
2693,COC(=O)C1=C(Nc2ccc(F)cc2)C[C@@H](c2ccc(F)cc2)N(c2ccc(F)cc2)[C@@H]1c1ccc(F)cc1
2694,c1cc(OCCCN2CCCCC2)ccc1CN1CCCCC1
2695,O=C(NCCc1c[nH]c2ccccc12)c1cc[n+](Cc2ccccc2F)cc1.[Br-]
2696,O=C(/C=C/c1ccccc1)c1ccc(OCCCCCCN2CCCC2)cc1O
2697,Cc1nc2ccccn2c(=O)c1CCN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
2698,C[C@H]1COc2c1c(=O)oc(=O)c1c3c(ccc21)C(C)(C)CCC3
2699,CCN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(OC)c(OC)c2)cc1
2700,Cc1ccc(/C=C2\CN(Cc3cccc(C)c3)C/C(=C\c3ccc(C)cc3)C2=O)cc1
2701,CN(C)C(=O)Oc1ccc2c(c1)CC(N)CC2
2702,CN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(O)cc2)cc1
2703,N#CC1=C(N)N2CCNC2=C([N+](=O)[O-])C12C(=O)Nc1ccc([N+](=O)[O-])cc12
2704,CC1CCc2c(nc3nc(-c4ccccc4)cc(C(F)(F)F)c3c2N)C1
2705,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCNc3c4c(nc5ccc(Cl)cc35)CCCC4)cc12
2706,N#CC1=C(N)N2CCNC2=C([N+](=O)[O-])C12C(=O)Nc1ccc(F)cc12
2707,CCN(CC)CCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1
2708,Fc1ccc2c(C3CCN(CCN4CCCC4)CC3)noc2c1
2709,COc1ccc2[nH]cc(CCNC(=O)c3cc[n+](Cc4ccccc4F)cc3)c2c1.[Br-]
2710,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CC1CCN(Cc2ccccc2)CC1
2711,COC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1.Cl
2712,CN1CCC(C2Cc3ccccc3C2=O)CC1
2713,O=C(/C=C/c1ccc(F)cc1)NCCC1CCN(Cc2ccccc2)CC1
2714,O=C(Nc1ccccc1Cl)Oc1ccc2c(c1)CCCN2Cc1ccccc1
2715,Cc1coc2c1c(=O)oc(=O)c1c3c(ccc12)C(C)(C)CCC3
2716,O=C1/C(=C/c2ccc(Cl)cc2Cl)CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1ccc(Cl)cc1Cl
2717,CC1(C)CCCN(Cc2ccc(-c3cnc4[nH]c5cnc(C#N)cc5c4c3)cc2)C1
2718,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21
2719,O=C1/C(=C/c2ccc(Cl)cc2)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1ccc(Cl)cc1
2720,O=C1/C(=C/c2ccc(Cl)cc2)CN(C(=O)[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2cc(Cl)ccc23)C/C1=C\c1ccc(Cl)cc1
2721,N#CC1=C(N)N(Cc2ccccc2)C(NCc2ccccc2)=C([N+](=O)[O-])C12C(=O)Nc1ccc([N+](=O)[O-])cc12
2722,COc1ccccc1CN1CCCCCCCCN(Cc2ccccc2OC)C(=O)CCCCCNCc2ccc(cc2)-c2ccc(cc2)CNCCCCCC1=O
2723,Cc1c(C)c2ccc(OCc3cccc(Cl)c3)cc2oc1=O
2724,O=C(NCCc1c[nH]c2ccccc12)c1cc[n+](Cc2ccc(F)cc2)cc1.[Br-]
2725,C#CCN(C)[C@@H](C)Cc1cccc(OC(=O)N(C)CCCCCC)c1
2726,CC(C)(C)c1cc[n+](C/C=C/C[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-]
2727,COc1ccccc1CN(C)CCCOc1ccc2c(=O)c3ccccc3oc2c1
