Smiles,Standard Value,logIC50
CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(OC(F)(F)C(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,3800,5.420216403
CC(C)(C)N.CCOC/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,3800,5.420216403
CC(=O)/C(=C/C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,3800,5.420216403
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3800,5.420216403
COCCc1ccc(Oc2ccc(-c3cnc(-c4cc(O)c(O)c(Br)c4)o3)cc2)cc1,3810,5.419075024
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3840,5.415668776
CC1=C(C)C(=O)C(CC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)=C(C)C1=O,3850,5.41453927
O=C(O)C(=O)c1ccc(OCc2ccc(COc3ccc(C(=O)C(=O)O)cc3)cc2)cc1,3890,5.410050399
O=C(O)C(=O)c1ccc(OCc2ccc(COc3ccc(C(=O)C(=O)O)cc3)cc2)cc1,3890,5.410050399
COC(=O)/C=C/Oc1c(OC)cccc1[C@@H]1O[C@@]2(C(=O)N(Cc3ccccc3)c3ccccc32)[C@@H](c2ccc(Br)cc2)[C@@H]1[N+](=O)[O-],3890,5.410050399
Cc1ccc(Oc2ccc(OC(=O)CSc3nnc(-c4ccc(O)c(O)c4)o3)cc2)cc1,3890,5.410050399
CC1(C)C=C2C(=NN(c3ccccc3C(F)(F)F)C(N)=C2C#N)CO1,3899.42,5.408999985
CC1(C)C=C2C(=NN(c3cccc(Oc4ccccc4)c3)C(N)=C2C#N)CO1,3899.42,5.408999985
O=C(N[C@H](Cc1ccccc1)C(=O)O)c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,3900,5.408935393
N.N.N.N.O=P(O)(O)C(F)(F)c1ccc(COCCOCc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,3900,5.408935393
COc1ccc(/C=C2\S/C(=N\c3ccccc3)N(Cc3ccc(C(=O)O)cc3)C2=O)cc1OCc1ccccc1,3900,5.408935393
CCCOc1c2cccc1Cc1cc(C(P(=O)(O)O)P(=O)(O)O)cc(c1O)Cc1cccc(c1OCCC)Cc1cc(C(P(=O)(O)O)P(=O)(O)O)cc(c1O)C2,3900,5.408935393
Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O.[Na+].[Na+].[Na+].[Na+],3900,5.408935393
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3900,5.408935393
CC1(C)C=C2C(=NN(c3ccccc3C(F)(F)F)C(N)=C2C#N)CO1,3900,5.408935393
CC1(C)C=C2C(=NN(c3cccc(Oc4ccccc4)c3)C(N)=C2C#N)CO1,3900,5.408935393
C=CCOc1ccc(C(=O)/C=C/c2cc(CC=C)c(O)cc2OC)c(OC)c1,3900,5.408935393
C=CCc1cc(/C=C/C(=O)c2ccc(OCCCCC(=O)OCC)cc2)c(OC)cc1O,3900,5.408935393
C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,3900,5.408935393
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3900,5.408935393
Oc1cc(-c2ncc(-c3ccc(Oc4ccccc4)cc3)o2)c(Br)c(Br)c1O,3980,5.400116928
Oc1cc(-c2ncc(-c3ccc(OCc4ccccc4)cc3)o2)cc(Br)c1O,4000,5.397940009
O=C1NC(=O)/C(=C/c2ccc(OCc3ccccc3)cc2OCc2ccc(C(F)(F)F)cc2)S1,4000,5.397940009
O=C1NC(=O)/C(=C/c2ccc(OCc3ccc(F)cc3)cc2OCc2ccc(C(F)(F)F)cc2)S1,4000,5.397940009
O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1C(F)(F)F,4000,5.397940009
O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1Br,4000,5.397940009
O=C(/C=C/c1cccc(Cl)c1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,4000,5.397940009
COc1ccc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)cc1OCc1ccccc1,4000,5.397940009
COc1cc(/C=C/c2cc(C(=O)O)c(O)c(-c3ccco3)c2)ccc1/C=C/c1cc(C(=O)O)c(O)c(-c2ccco2)c1,4000,5.397940009
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4000,5.397940009
Cc1cc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)ccc1OCC(=O)O,4000,5.397940009
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(CC(=O)O)c(O)c1)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,4000,5.397940009
C=C(C)[C@H](C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,4000,5.397940009
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,4000,5.397940009
O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(OCc3ccccc3)cc2)(c2ccccc2)n2nnc3ccccc32)cc1,4070,5.390405591
O=C1NC(=O)C(=Cc2ccc(Sc3nc4ccc([N+](=O)[O-])cc4s3)c([N+](=O)[O-])c2)C(=O)N1,4100,5.387216143
O=C1/C(=C\c2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)N(Cc2ccc(Cl)c(Cl)c2)C(=O)N1Cc1ccc(Cl)c(Cl)c1,4100,5.387216143
O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(OCC(=O)O)c(Br)c2)cc1,4100,5.387216143
COc1cc(/C=C2\SC(=S)N(c3cccc(Cl)c3)C2=O)cc([N+](=O)[O-])c1O,4100,5.387216143
COc1cc(/C=C2\SC(=S)N(c3cccc(Cl)c3)C2=O)cc([N+](=O)[O-])c1O,4100,5.387216143
CO[C@]1(C)CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)[C@@H](CC(C)C)c1c(O)c(C=O)c(O)c(C=O)c1O)C2(C)C,4100,5.387216143
CCCOc1c2cccc1Cc1cc(C(O)(P(=O)(O)O)P(=O)(O)O)cc(c1O)Cc1cccc(c1OCCC)Cc1cccc(c1O)C2,4100,5.387216143
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4100,5.387216143
CC1(C)CC[C@]2(COC(=O)CC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4110,5.386158178
CC(C)C1=C(c2ccccc2)c2ccc3c(c2C(=O)C1=O)CCCC3(C)C,4110,5.386158178
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5[nH]ncc5C[C@]4(C)[C@H]3CC[C@@]21C,4110,5.386158178
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,4120,5.385102784
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,4120,5.385102784
COc1ccc(OC)c([C@@H]2O[C@H](CNC(=O)c3ccccc3)[C@@H](O)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c1,4130,5.384049948
CCCCC(=O)[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@H]([C@@]4(O)C[C@@H](C=C(C)C)OC4=O)CC[C@H]23)C1(C)C,4140,5.382999659
O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2cccc(F)c2C(=O)O)c(-c2ccccc2)s1,4180,5.378823718
O=P(O)(O)C(F)(F)c1ccc(COc2ccc(OCc3ccc(C(F)(F)P(=O)(O)O)cc3)cc2)cc1,4200,5.37675071
O=P(O)(O)C(F)(F)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c2ccccc2)cc1,4200,5.37675071
O=C1C=C(C2CCCC2)c2ccccc2C1=O,4200,5.37675071
O=C(O)c1ccc(CN2C(=O)/C(=C/c3cccc(OCc4ccccc4)c3)S/C2=N\c2ccc(F)cc2)cc1,4200,5.37675071
COc1ccc(-c2cc(-c3ccccc3)no2)c(OCC(O)CN2CCCC2)c1,4200,5.37675071
CCCCOc1ccc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)cc1,4200,5.37675071
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4200,5.37675071
CC(C)=CCc1c(O)ccc2c1OC[C@H]1c3ccc4c(c3O[C@@H]21)C=CC(C)(C)O4,4200,5.37675071
O=C(/C=C/c1ccc(Cl)cc1Cl)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,4220,5.374687549
CC1(C)C(=O)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C[C@@H]2C1=CC[C@H]1[C@]3(C)C[C@@H](O)[C@H]([C@@](C)(O)C(=O)C[C@H]4NC(=O)OC4(C)C)[C@@]3(C)CC(=O)[C@]12C,4260,5.370590401
Oc1cc(-c2ncc(-c3ccccc3)o2)c(Br)c(Br)c1O,4270,5.369572125
COc1ccc(C(=O)OCCCCC#Cc2ccc(C(=O)OC3CSSC3)cc2)c(OC)c1,4270,5.369572125
CCC/C=C/C=C/CCc1cc(O)cc(O)c1C(=O)O,4270,5.369572125
O=S(=O)(Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccc5ccccc5c4)ccc3o2)cc1)c1ccc2ccccc2c1,4300,5.366531544
O=Cc1coc2ccc(-c3ccc(-c4ccccc4)cc3)cc2c1=O,4300,5.366531544
O=C1C[C@@H]2c3ccccc3O[C@H]3c4cc(O)ccc4-c4c(O)cc(O)c1c4[C@H]23,4300,5.366531544
CCN(CC)CC(O)COc1cc(OC)ccc1-c1cc(-c2ccccc2)no1,4300,5.366531544
Cc1ccc2c(c1)CCN2CCC(=O)N[C@@H](CCC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccc(OCC(=O)O)cc1)C(=O)C[C@@H](CC(C)C)C(N)=O,4300,5.366531544
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4300,5.366531544
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4300,5.366531544
CC(C)CC(=O)c1c(O)c(C=O)c(O)c(C[C@@]2(C)CC[C@H]3C2=C[C@H](C(C)(C)O)CC[C@H]3C)c1O,4300,5.366531544
CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CNC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,4300,5.366531544
CC(C)C[C@@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@H]1CC[C@@H](C)[C@@]2(C)C1=CC[C@@H]1[C@H]2C1(C)C,4300,5.366531544
CC(C)=CCC/C(C)=C/Cc1c(O)ccc2cc(-c3cc(O)cc(O)c3CC=C(C)C)oc12,4300,5.366531544
C=CC(C)(C)c1c(O)cc(O)c2c(=O)c(O)c(-c3cc(O)c(O)c(CC=C(C)C)c3)oc12,4300,5.366531544
CC(C)=CCc1c(O)cc2c(c1O)C(=O)C[C@@H](c1cc3c(cc1O)OC(C)(C)C=C3)O2,4310,5.36552273
COc1cc(/C=C2\SC(=S)N(C(Cc3c[nH]c4ccccc34)C(=O)O)C2=O)ccc1OCc1ccc(Cl)cc1,4360,5.360513511
N#CC1=C(N)N(c2ccccc2F)N=C2CSCC=C21,4395.42,5.35699962
O=P(O)(O)C(F)(F)c1ccc(CCCCc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,4400,5.356547324
O=C(O[C@@H]1[C@@H](O)[C@H](Oc2cc(O)c(C(=O)CCc3ccccc3)c(O)c2)O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]21)c1cc(O)c(O)c(O)c1,4400,5.356547324
O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(OCC(=O)O)c(C(=O)O)c2)cc1,4400,5.356547324
O=C(O)c1ccc(N2C(=O)/C(=C\C=C\c3ccccc3)SC2=S)cc1,4400,5.356547324
N#CC1=C(N)N(c2ccccc2F)N=C2CSCC=C21,4400,5.356547324
COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCN2CCCCC2)c1,4400,5.356547324
COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(O)c(CC=C(C)C)c1,4400,5.356547324
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4400,5.356547324
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4400,5.356547324
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4400,5.356547324
CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC(CCCCc1ccoc1)OS(=O)(=O)O,4400,5.356547324
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C(C)=C/CC)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,4400,5.356547324
O=C1Nc2ccc(Cl)cc2/C1=C\c1ccc(CN2C(=O)C(=O)c3ccccc32)o1,4410,5.355561411
O=C(O)[C@@H](Cc1ccccc1)N1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(Br)cc2)SC1=S,4420,5.354577731
COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCN2CCCCC2)c1,4420,5.354577731
COC(=O)c1ccc(NC(=O)c2csc([C@H](Cc3ccc(OCc4ccccc4)cc3)NC(=O)C3CCCCC3)n2)cc1,4420,5.354577731
C=CCOC(=O)N[C@@H](COC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)OC(C)(C)C)n1)C(=O)N1CCC[C@H]1C(=O)OC(C)(C)C,4420,5.354577731
O=C(OC1CSSC1)c1ccc(C#CCCCCOC(=O)c2ccccc2F)cc1,4430,5.353596274
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4440,5.35261703
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4440,5.35261703
COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4440,5.35261703
CO[C@@H]1C2C(=O)c3c(O)c4c(c(CC=C(C)C)c3O[C@@]23[C@H]2C[C@@H]1C(=O)[C@]3(C/C=C(/C)C(=O)O)OC2(C)C)OC(C)(C)C=C4,4440,5.35261703
COc1ccc(/C=C/C(=O)NC(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)C(=O)O)cc1OC,4450,5.351639989
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4490,5.347753659
CC1(C)C=C2C(=NN(c3cccc(F)c3)C(N)=C2C#N)CO1,4497.8,5.34699986
O=c1c(-c2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,4500,5.346787486
O=C(O)c1cc2c(C#Cc3cc(F)cc(F)c3)c(-c3ccccc3)oc2cc1O,4500,5.346787486
Nc1nc(N)c2nc(CN3CCN(Cc4cccc5ccccc45)CC3)nnc2n1,4500,5.346787486
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4500,5.346787486
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4500,5.346787486
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4500,5.346787486
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4500,5.346787486
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4500,5.346787486
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4500,5.346787486
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4500,5.346787486
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4500,5.346787486
CC1=C2CC[C@](C)([C@@H](CC(C)C)c3c(O)c(C=O)c(O)c(C=O)c3O)[C@H]2[C@H]2[C@@H](CC1)C2(C)C,4500,5.346787486
CC1(C)C=C2C(=NN(c3cccc(F)c3)C(N)=C2C#N)CO1,4500,5.346787486
CC(C)=CCc1cc(-c2coc3c(CC=C(C)C)c(O)cc(O)c3c2=O)cc(O)c1O,4500,5.346787486
C=CCN(CC=C)c1cccc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)c1,4500,5.346787486
COc1ccc(OC)c([C@@H]2O[C@H](CNC(=O)c3ccccc3)[C@@H](OC(C)=O)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c1,4520,5.344861565
COC(=O)C[C@H]1Oc2ccc(OC)cc2[C@@H]2O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccc(C)cc3)[C@@]21[N+](=O)[O-],4530,5.343901798
O=C(OC1CS[S+]([O-])C1)c1cc(Br)ccc1Br,4540,5.342944147
CCN(CC)CCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,4550,5.341988603
CC(C)C1=C(Sc2ccc(F)cc2)c2ccc3c(c2C(=O)C1=O)CCCC3(C)C,4550,5.341988603
O=C1C=C(c2c[nH]c3cc(C(=O)O)ccc23)c2ccccc2C1=O,4560,5.341035157
CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c([C@@H]3C=C(C)C[C@H](c4ccc(O)cc4O)[C@H]3C(=O)c3ccc(O)cc3O)c(O)cc(O)c2c1=O,4560,5.341035157
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4579.99,5.33913547
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4580,5.339134522
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4580,5.339134522
O=C1Nc2ccccc2/C1=C\c1ccc(CN2C(=O)C(=O)c3cc(Cl)ccc32)o1,4590,5.338187314
O=C1C=CC(=C(c2ccc(O)cc2)c2c(-c3ccc(O)cc3)ccc(CO)c2C#Cc2ccc(O)cc2)C=C1,4600,5.337242168
O=C(O)c1ccc(CN2C(=O)/C(=C/c3cccc(OCCc4ccccc4)c3)S/C2=N\c2ccccc2)cc1,4600,5.337242168
COc1ccc([C@H]2COc3cc(O)cc(O)c3C2=O)cc1CC=C(C)C,4600,5.337242168
COc1cc(OCC=C(C)C)c(Br)cc1/C=C1\SC(=O)N(C(C)C)C1=O,4600,5.337242168
COc1cc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)ccc1OCc1ccccc1,4600,5.337242168
CCOC(=O)c1c(-c2ccc(-c3ccc(OC)cc3)cc2)csc1NC(=O)c1ccccc1C(=O)O,4600,5.337242168
CCN(CC)CCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,4600,5.337242168
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4600,5.337242168
CCC(=O)[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@H]([C@@]4(O)C[C@@H](C=C(C)C)OC4=O)CC[C@H]23)C1(C)C,4600,5.337242168
Cc1ccc(S(=O)(=O)N(C)CC(=O)N(Cc2ccc(-c3ccc(-c4cccc(C(N)=O)c4)cc3)cc2)c2ccc(C(=O)O)c(O)c2)cc1,4600,5.337242168
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,4600,5.337242168
CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(CC(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,4600,5.337242168
C=CCc1cc(/C=C/C(=O)c2ccc(OC(=O)c3ccccc3)cc2)c(OC)cc1O,4600,5.337242168
O=C(Nc1ccc(-c2ccc(C(=O)Nc3ccccc3)cc2)cc1)c1ccccc1,4610,5.336299075
CC1(C)CC[C@]2(COC(=O)CCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4610,5.336299075
CC1(C)CC[C@]2(CCCCC(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4620,5.335358024
CC1(C)CC[C@]2(CC(=O)NC(Cc3cnc[nH]3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4620,5.335358024
CC1(C)CC[C@]2(CC(=O)NC(Cc3cnc[nH]3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4620,5.335358024
COC(=O)C[C@H]1Oc2ccc(Cl)cc2[C@@H]2O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccc(Br)cc3)[C@@]21[N+](=O)[O-],4650,5.332547047
O=C(OCCCCC#Cc1ccc(C(=O)OC2CSSC2)cc1)c1ccc(F)cc1,4680,5.329754147
CC(C)=CCc1c2c(c(O)c3c1O[C@]14C(=C[C@@H]5C[C@H]1C(C)(C)O[C@@]4(/C=C(/C)C(=O)O)C5=O)C3=O)C=CC(C)(C)O2,4690,5.328827157
CCOC(=O)C1=CC(c2ccc(F)cc2)C2=C(CC(C)(C)CC2=O)N1,4700,5.327902142
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4700,5.327902142
CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4700,5.327902142
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3c4ccc([C@H](C)[C@@H]5NC[C@@H](C)C[C@H]5O)c(C)c4C[C@@H]32)C1,4700,5.327902142
C=CCc1cc(/C=C/C(=O)c2cccc(N(CC=C)CC=C)c2)c(OC)cc1O,4700,5.327902142
C=C1CC[C@@H]2[C@H](CC2(C)C)[C@@]2(CC[C@H]1O)C[C@H](c1ccccc1)c1c(O)c(C=O)c(O)c(C=O)c1O2,4700,5.327902142
C=C1CC[C@@H]2[C@H](CC2(C)C)[C@@]2(CC[C@H]1O)C[C@H](c1ccccc1)c1c(O)c(C=O)c(O)c(C=O)c1O2,4700,5.327902142
O=C(/C=C/c1ccc(Cl)c(Cl)c1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,4710,5.326979093
COC(=O)C1C(C(=O)O)[C@@H]2CC[C@H]1O2,4710,5.326979093
Cc1ccc([C@@H]2[C@@]3(O[C@H]4c5cc(C)ccc5O[C@@H]5CC(=O)N[C@@]425)C(=O)N(Cc2ccccc2)c2ccccc23)cc1,4720,5.326058001
Cc1ccc(OC(=O)CSc2nnc(-c3ccc(O)c(O)c3)o2)cc1,4740,5.324221658
CC1(C)CC[C@]2(C(N)=O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4760,5.322393047
CC1(C)CC[C@]2(C(N)=O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4760,5.322393047
CC1(C)CC[C@]2(C(N)=O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,4760,5.322393047
O=C(O)CN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2ccc3ccccc3c2)SC1=S,4780,5.320572103
CCOC(=O)C1=C(C(C)C)NC(=S)N[C@H]1/C=C/c1ccc(Cl)cc1,4790,5.319664487
O=C(OC[C@H]1O[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,4800,5.318758763
COC(=O)c1cccc(-c2ccc(-c3ccc(CN(C(=O)CN(C)S(=O)(=O)c4ccc(C)cc4)c4ccc(C(=O)O)c(O)c4)cc3)cc2)c1,4800,5.318758763
CNC(=O)C1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)CCc1cccc(NS(=O)(=O)O)c1,4800,5.318758763
